Column.lean:581	theorem r1ok_dropLast	theorem r1ok_dropLast {M : TrioSeq} (h : r1ok M) : r1ok M.dropLast	
Column.lean:585	theorem z0ok_take	theorem z0ok_take {M : TrioSeq} (h : z0ok M) (m : ℕ) : z0ok (M.take m)	
Column.lean:593	theorem z0ok_dropLast	theorem z0ok_dropLast {M : TrioSeq} (h : z0ok M) : z0ok M.dropLast	
Column.lean:597	theorem noninc_take	theorem noninc_take {M : TrioSeq} (h : noninc M) (m : ℕ) : noninc (M.take m)	
Column.lean:605	theorem noninc_dropLast	theorem noninc_dropLast {M : TrioSeq} (h : noninc M) : noninc M.dropLast	
Column.lean:611	theorem getD_append_left	theorem getD_append_left {G X : TrioSeq} {i : ℕ} (h : i < G.length) : (G ++ X).getD i (0, 0, 0) = G.getD i (0, 0, 0)	
Column.lean:616	theorem index_decomp	theorem index_decomp {i L n : ℕ} (hL : 0 < L) (hi : i < n * L) : ∃ k q, k < n ∧ q < L ∧ i = k * L + q	
Column.lean:623	theorem copies_map_length	theorem copies_map_length (B : TrioSeq) (f : ℕ → ℕ × ℕ × ℕ → ℕ × ℕ × ℕ) (n : ℕ) : ((List.range n).flatMap fun k => B.map (f k)).length = n * B.length	
Column.lean:631	theorem copies_map_getD	theorem copies_map_getD {B : TrioSeq} {n k q : ℕ} {f : ℕ → ℕ × ℕ × ℕ → ℕ × ℕ × ℕ} (hk : k < n) (hq : q < B.length) : ((List.range n).flatMap fun k => B.map (f k)).getD (k * B.length + q) (0, 0, 0) = f k (B.getD q (0, 0, 0))	
Column.lean:658	def copyExp	def copyExp (G B : TrioSeq) (d0 d1 n : ℕ) : TrioSeq	一様コピー展開（悪い分岐の形、両行のシフト付き）。
Column.lean:662	theorem copyExp_length	theorem copyExp_length (G B : TrioSeq) (d0 d1 n : ℕ) : (copyExp G B d0 d1 n).length = G.length + n * B.length	
Column.lean:667	theorem copyExp_getD_pre	theorem copyExp_getD_pre {G B : TrioSeq} {d0 d1 n i : ℕ} (h : i < G.length) : (copyExp G B d0 d1 n).getD i (0, 0, 0) = G.getD i (0, 0, 0)	
Column.lean:671	theorem copyExp_getD_copy	theorem copyExp_getD_copy {G B : TrioSeq} {d0 d1 n k q : ℕ} (hk : k < n) (hq : q < B.length) : (copyExp G B d0 d1 n).getD (G.length + (k * B.length + q)) (0, 0, 0) = ((B.getD q (0, 0, 0)).1 + k * d0, (B.getD q (0, 0, 0)).2.1 + k * d1, (B.getD q (0, 0, 0)).2.2)	
Column.lean:681	theorem hostM_getD_pre	theorem hostM_getD_pre {G B : TrioSeq} {lp : ℕ × ℕ × ℕ} {i : ℕ} (h : i < G.length) : (G ++ B ++ [lp]).getD i (0, 0, 0) = G.getD i (0, 0, 0)	
Column.lean:685	theorem hostM_getD_blk	theorem hostM_getD_blk {G B : TrioSeq} {lp : ℕ × ℕ × ℕ} {q : ℕ} (hq : q < B.length) : (G ++ B ++ [lp]).getD (G.length + q) (0, 0, 0) = B.getD q (0, 0, 0)	
Column.lean:690	theorem hostM_length	theorem hostM_length (G B : TrioSeq) (lp : ℕ × ℕ × ℕ) : (G ++ B ++ [lp]).length = G.length + B.length + 1	
Core.lean:16	def ArgDomCoreOn	def ArgDomCoreOn (N : TrioSeq) : Prop	The per-form core predicate.
Core.lean:28	theorem argDomCore_of_on	theorem argDomCore_of_on (H : ∀ N, ST_TS N → ArgDomCoreOn N) : ArgDomCore	
Core.lean:33	theorem argdom_pos	theorem argdom_pos {N X A1 B A2 Z : TrioSeq} {u w1 z e f : ℕ} (heq : N = (X ++ (u, w1, z) :: (A1 ++ (u + e, w1 + f, z) :: (B ++ A2))) ++ Z) : N.getD X.length (0, 0, 0) = (u, w1, z) ∧ N.getD (X.length + (A1.length + 1)) (0, 0, 0) = (u + e, w1 + f, z) ∧ X.length + (A1.length + 1) < N.length	The two marked columns of an instance, by position.
Core.lean:55	theorem argDomCoreOn_diag	theorem argDomCoreOn_diag (v : ℕ) : ArgDomCoreOn (diagSeqT 0 v)	**Base case**: on the capped diagonal no instance has `0 < e`.
Core.lean:75	theorem argDomCoreOn_snoc_zero	theorem argDomCoreOn_snoc_zero {N : TrioSeq} {p : ℕ × ℕ × ℕ} (hp : p.1 = 0) (H : ArgDomCoreOn (N ++ [p])) : ArgDomCoreOn N	**`(0,0,0)`-last branch**: the dropped column joins the trailing context.
Core.lean:90	theorem argDomCoreOn_drop_left	theorem argDomCoreOn_drop_left {P S : TrioSeq} (H : ArgDomCoreOn (P ++ S)) : ArgDomCoreOn S	Instances do not see the material to their left.
Core.lean:100	theorem split_prefix_left	theorem split_prefix_left {C D E F : TrioSeq} (h : C ++ D = E ++ F) (hle : E.length ≤ C.length) : C = E ++ C.drop E.length ∧ F = C.drop E.length ++ D	Instances do not see the material to their left. theorem argDomCoreOn_drop_left {P S : TrioSeq} (H : ArgDomCoreOn (P ++ S)) : ArgDomCoreOn S := by intro X A1 B A2 Z u w1 z e f heq he hzf h1 h2 h3 h4 h5 h6 refine H (X := P ++ X) (A1 := A1) (B := B) (A2 := A2) (Z := Z) ?_ he hzf h1 h2 h3 h4 h5 h6 rw [heq] simp [List.append_assoc] /-! ## bad 枝の小道具
Core.lean:116	theorem split_prefix_right	theorem split_prefix_right {C D E F : TrioSeq} (h : C ++ D = E ++ F) (hle : C.length ≤ E.length) : E = C ++ E.drop C.length ∧ D = E.drop C.length ++ F	
Core.lean:122	theorem arg_split	theorem arg_split (L : ℕ) : ∀ (E : TrioSeq), ∃ Bp Rp : TrioSeq, E = Bp ++ Rp ∧ (∀ x ∈ Bp, L < x.1) ∧ (Rp = [] ∨ (Rp.headI).1 ≤ L)	Split a column list at the first column at or below level `L`.
Core.lean:139	theorem seqlex_of_sle_snoc'	theorem seqlex_of_sle_snoc' : ∀ {X V E : TrioSeq} {lp q : ℕ × ℕ × ℕ}, sle (X ++ [lp]) (V ++ E) → collt q lp → X.length < V.length → ∀ (S' E' : TrioSeq), seqlex (X ++ q :: S') (V ++ E')	**The splice at the dropped column, bound-relative form.**
Core.lean:181	theorem instance_bridge	theorem instance_bridge {N X A1 B A2 Z : TrioSeq} {u w1 z e f : ℕ} (heq : N = (X ++ (u, w1, z) :: (A1 ++ (u + e, w1 + f, z) :: (B ++ A2))) ++ Z) (he : 0 < e) (h1 : ∀ x ∈ A1, u < x.1) (h2 : ∀ x ∈ B, u + e < x.1) (h3 : ∀ x ∈ A2, u < x.1) : hshift w1 e f (A1 ++ (u + e, w1 + f, z) :: (B ++ A2)) = (List.	Any core instance's `hshift` comparator equals the host-anchored guarded map over the instance segment.
Core.lean:266	theorem bad_B_key	theorem bad_B_key {M P A1 D : TrioSeq} {u w1 z e f : ℕ} {lp : ℕ × ℕ × ℕ} (hMon : ArgDomCoreOn M) (hMeq : M = (P ++ (u, w1, z) :: (A1 ++ [(u + e, w1 + f, z)])) ++ (D ++ [lp])) (he : 0 < e) (hzf : f = 0 ∨ z = 0) (h1 : ∀ x ∈ A1, u < x.1) (h6 : SpineOK A1 (u + e) (w1 + 1)) {B' A2' Z' : TrioSeq}	**The host's verdict, map form**: for any admissible resplit of the host tail, the argument is dominated by the host-anchored map over the instance prefix.
Core.lean:296	theorem argDomCoreOn_bad_B	theorem argDomCoreOn_bad_B {M G R : TrioSeq} {v0 w10 z0 d0 d1 n : ℕ} {lp : ℕ × ℕ × ℕ} (hMon : ArgDomCoreOn M) (hMeq : M = G ++ ((v0, w10, z0) :: R) ++ [lp]) (hqlt : collt (v0 + d0, w10 + d1, z0) lp) (hn : 1 ≤ n)	**Case B** — both marked columns lie inside `G ++ blk`.
Core.lean:613	theorem nextrel0_window_mirror	theorem nextrel0_window_mirror {T : TrioSeq} {a b s e f r : ℕ} (hab : a ≤ b) (hcopy : ∀ t, t < s → T.getD (b + t) (0, 0, 0) = ((entry T 0 (a + t) + e, entry T 1 (a + t) + (if le1 T r (a + t) then f else 0), entry T 2 (a + t)) : ℕ × ℕ × ℕ))	In a host whose window `[b, b+s)` holds the `(e, f)`-guarded-map image of `[a, a+s)`, row-0 parent steps mirror from the source window into the copy.
Core.lean:650	theorem rtg0_window_mirror	theorem rtg0_window_mirror {T : TrioSeq} {a b s e f r : ℕ} (hab : a ≤ b) (hcopy : ∀ t, t < s → T.getD (b + t) (0, 0, 0) = ((entry T 0 (a + t) + e, entry T 1 (a + t) + (if le1 T r (a + t) then f else 0), entry T 2 (a + t)) : ℕ × ℕ × ℕ))	Chains mirror within self-similar windows.
Core.lean:683	theorem hkey_aligned	theorem hkey_aligned {T : TrioSeq} {r ipos jpos s e f : ℕ} (hri : r ≤ ipos) (hij : ipos < jpos) (hlen : jpos + 1 + s < T.length) (hprefix : ∀ t, t < s → T.getD (jpos + 1 + t) (0, 0, 0) = ((entry T 0 (ipos + 1 + t) + e, entry T 1 (ipos + 1 + t)	**hkey** (probe: 494982 aligned pairs, 0 violations): if the window after `jpos` copies the guarded-map image of the window after `ipos`, the root guard descends from the copy endpoint to the source endpoint.
Core.lean:823	theorem gexp_getD_indep	theorem gexp_getD_indep {M : TrioSeq} {j0 Lb d0 d1 n n' p : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLb : 0 < Lb) (hp : p < j0 + n * Lb) (hp' : p < j0 + n' * Lb) : (gexp M j0 Lb d0 d1 n).getD p (0, 0, 0) = (gexp M j0 Lb d0 d1 n').getD p (0, 0, 0)	The tower's entries do not depend on the copy count.
Core.lean:839	theorem gexp_period	theorem gexp_period {M : TrioSeq} {j0 Lb d0 d1 n c q : ℕ} (hlen : j0 + Lb + 1 = M.length) (hc1 : c + 1 < n) (hq : q < Lb) : (gexp M j0 Lb d0 d1 n).getD (j0 + ((c + 1) * Lb + q)) (0, 0, 0) = (entry M 0 (j0 + q) + c * d0 + d0, entry M 1 (j0 + q) + (if le1 M j0 (j0 + q) then c * d1 else 0) + (if le1 M 	One period up: row 0 rises by `d0` and row 1 by the block guard's `d1`.
Core.lean:857	theorem getD_drop	theorem getD_drop (N : TrioSeq) (m i : ℕ) : (N.drop m).getD i (0, 0, 0) = N.getD (m + i) (0, 0, 0)	One period up: row 0 rises by `d0` and row 1 by the block guard's `d1`. theorem gexp_period {M : TrioSeq} {j0 Lb d0 d1 n c q : ℕ} (hlen : j0 + Lb + 1 = M.length) (hc1 : c + 1 < n) (hq : q < Lb) : (gexp M j0 Lb d0 d1 n).getD (j0 + ((c + 1) * Lb + q)) (0, 0, 0) = (entry M 0 (j0 + q) + c * d0 + d0, entry M 1 (j0 + q) + (if le1 M j0 (j0 + q) then c * d1 else 0) + (if le1 M j0 (j0 + q) then d1 else 0),
Core.lean:861	theorem split_one	theorem split_one {N : TrioSeq} {a : ℕ} (ha : a < N.length) : N = N.take a ++ N.getD a (0, 0, 0) :: N.drop (a + 1)	
Core.lean:880	theorem getD_take_drop	theorem getD_take_drop {N : TrioSeq} {a l t : ℕ} (ht : t < l) : ((N.drop a).take l).getD t (0, 0, 0) = N.getD (a + t) (0, 0, 0)	
Core.lean:884	theorem mem_index	theorem mem_index {A : TrioSeq} {x : ℕ × ℕ × ℕ} (hx : x ∈ A) : ∃ t, t < A.length ∧ x = A.getD t (0, 0, 0)	
Core.lean:891	theorem mem_take_drop_index	theorem mem_take_drop_index {N : TrioSeq} {a l : ℕ} {x : ℕ × ℕ × ℕ} (hx : x ∈ (N.drop a).take l) : ∃ t, t < l ∧ x = N.getD (a + t) (0, 0, 0)	
Core.lean:899	theorem mem_take_index	theorem mem_take_index {N : TrioSeq} {l : ℕ} {x : ℕ × ℕ × ℕ} (hx : x ∈ N.take l) : ∃ t, t < l ∧ x = N.getD t (0, 0, 0)	
Core.lean:905	theorem split_two	theorem split_two {N : TrioSeq} {a b : ℕ} (hab : a < b) (hb : b < N.length) : N = N.take a ++ N.getD a (0, 0, 0) :: ((N.drop (a + 1)).take (b - a - 1) ++ N.getD b (0, 0, 0) :: N.drop (b + 1))	
Core.lean:927	theorem spineOK_pos	theorem spineOK_pos {N X A1 B A2 Z : TrioSeq} {u w1 z e f w : ℕ} (heq : N = (X ++ (u, w1, z) :: (A1 ++ (u + e, w1 + f, z) :: (B ++ A2))) ++ Z) (h6 : SpineOK A1 (u + e) w) : ∀ p, X.length < p → p < X.length + (A1.length + 1) → entry N 0 p < u + e → (∀ p', p < p' → p' < X.length + (A1.length + 1) →	**Positional form of `SpineOK`**: a column strictly between the two marked positions which is right-visible up to the deeper one and sits below its level carries row 1 at least `w1`.
Core.lean:992	theorem spineOK_of_pos	theorem spineOK_of_pos {N : TrioSeq} {a l L w : ℕ} (hfull : a + l ≤ N.length) (h : ∀ p, a ≤ p → p < a + l → entry N 0 p < L → (∀ p', p < p' → p' < a + l → entry N 0 p < entry N 0 p') → w ≤ entry N 1 p) : SpineOK ((N.drop a).take l) L w	Positional criterion for `SpineOK` on a take/drop slice.
Core.lean:1052	theorem gliftAt_length	theorem gliftAt_length (d0 d1 : ℕ) (g : ℕ → Prop) : ∀ (o : ℕ) (A : TrioSeq), (gliftAt d0 d1 g o A).length = A.length | _, [] => rfl | o, _ :: rest => by	
Core.lean:1060	theorem gliftAt_getD	theorem gliftAt_getD (d0 d1 : ℕ) (g : ℕ → Prop) : ∀ (L : TrioSeq) (o t : ℕ), t < L.length → (gliftAt d0 d1 g o L).getD t (0, 0, 0) = (((L.getD t (0, 0, 0)).1 + d0, (L.getD t (0, 0, 0)).2.1 + (if g (o + t) then d1 else 0), (L.getD t (0, 0, 0)).2.2) : ℕ × ℕ × ℕ)	Positional reading of `gliftAt`.
Core.lean:1079	theorem headI_getD	theorem headI_getD : ∀ (L : TrioSeq), L.headI = L.getD 0 (0, 0, 0) | [] => rfl | _ :: _ => rfl /-- Head-splitting form of `sle`. -/ theorem sle_cons_cons {p q : ℕ × ℕ × ℕ} {M N : TrioSeq} :	`headI` is the zeroth `getD`.
Core.lean:1084	theorem sle_cons_cons	theorem sle_cons_cons {p q : ℕ × ℕ × ℕ} {M N : TrioSeq} : sle (p :: M) (q :: N) ↔ collt p q ∨ (p = q ∧ sle M N)	Head-splitting form of `sle`.
Core.lean:1108	theorem sle_gliftAt	theorem sle_gliftAt {d0 d1 : ℕ} (hd1 : 0 < d1) {gB gc : ℕ → Prop} : ∀ (B0 c0 : TrioSeq) (o : ℕ), (∀ k, k < B0.length → k < c0.length → (∀ s, s < k → B0.getD s (0, 0, 0) = c0.getD s (0, 0, 0) ∧ (gB (o + s) ↔ gc (o + s))) → (B0.getD k (0, 0, 0)).1 = (c0.getD k (0, 0, 0)).1 →	**Guarded-lift transport of `sle`** (the `hkey` interface): if at every index where the two lists agree in row 0 and the argument's row 1 does not exceed the comparator's the argument's guard implies the comparator's, then the guarded lift preserves `sle`. The `(F, T)` mismatch wins early, the `(T, F)` one is exactly what `hkey` excludes.
Core.lean:1212	theorem sle_gliftAt_same	theorem sle_gliftAt_same {d0 d1 : ℕ} (hd1 : 0 < d1) {g : ℕ → Prop} (B0 c0 : TrioSeq) (o : ℕ) (h : sle B0 c0) : sle (gliftAt d0 d1 g o B0) (gliftAt d0 d1 g o c0)	Same-guard specialisation (probe: in the straddling cases the two guard words agree at every index — 179673 checks, 0 mismatches).
Core.lean:1222	theorem chain_first_above	theorem chain_first_above {M : TrioSeq} {i c : ℕ} (hi0 : Relation.ReflTransGen (nextrel0 M) i c) : ∀ (a : ℕ), Relation.ReflTransGen (nextrel1 M) a c → a < i → i ≤ c → ∃ b, i ≤ b ∧ b ≤ c ∧ Relation.ReflTransGen (nextrel1 M) b c ∧ entry M 1 b ≤ entry M 1 i	The first row-1 chain node at or above `i`: walking the row-1 ancestry of `c` from below, the first node that reaches `i` carries row 1 at most `i`'s (by the `nextrel1` minimality clause at the step that jumps over `i`).
Core.lean:1245	theorem mark_of_spine	theorem mark_of_spine {M : TrioSeq} (hM : ST_TS M) {j0 x i d0 d1 : ℕ} (np2 : nextrel2 M j0 x) (hd0 : entry M 0 x = entry M 0 j0 + d0) (hd1 : entry M 1 x = entry M 1 j0 + d1) (hji : j0 < i) (hix : i < x) (hu : entry M 0 i < entry M 0 j0 + d0)	**The shallower column is marked.** If `i` sits on the bad column's row-0 chain below the copy level and the block spine never drops below `i`'s row 1, then the first row-1 chain node at or above `i` carries *exactly* `i`'s row 1, so `zjump` transports the bad column's mark down to `i`.
Core.lean:1335	theorem cross_absurd	theorem cross_absurd {M : TrioSeq} (hM : ST_TS M) {j0 x i qj d0 d1 k : ℕ} (np2 : nextrel2 M j0 x) (hd0 : entry M 0 x = entry M 0 j0 + d0) (hd1 : entry M 1 x = entry M 1 j0 + d1) (hji : j0 < i) (hix : i < x) (hj0q : j0 ≤ qj) (hqx : qj < x) (hk : 1 ≤ k) (hu : entry M 0 i < entry M 0 j0 + d0)	**Case A2 (c)** — the shallower marked column sits strictly inside the block while the deeper one mirrors an *earlier* block position (`qj < i`). Refuted: `i` lies on the row-0 chain of the bad column `x`, so the first row-1 chain node `b ≥ i` carries row 1 at most `i`'s, while the spine carries it at least `i`'s — equality, so `zjump` transports `b`'s mark down to `i`. A marked `i` forces `f = 0`
Core.lean:1426	theorem argdom_A1_pos	theorem argdom_A1_pos {N X A1 B A2 Z : TrioSeq} {u w1 z e f : ℕ} (heq : N = (X ++ (u, w1, z) :: (A1 ++ (u + e, w1 + f, z) :: (B ++ A2))) ++ Z) (h1 : ∀ x ∈ A1, u < x.1) : ∀ p, X.length < p → p < X.length + (A1.length + 1) → u < entry N 0 p	Positional form of the `A1` row-0 condition.
Core.lean:1445	theorem mul_ite_zero	theorem mul_ite_zero (c : Prop) [Decidable c] (k d : ℕ) : (if c then k * d else 0) = k * (if c then d else 0)	
Core.lean:1453	theorem argDomCoreOn_bad_A2_inner	theorem argDomCoreOn_bad_A2_inner {M : TrioSeq} (hM : ST_TS M) {j0 Lb d0 d1 n : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLbpos : 0 < Lb) (np2 : nextrel2 M j0 (j0 + Lb)) (hd0e : entry M 0 (j0 + Lb) = entry M 0 j0 + d0) (hd1e : entry M 1 (j0 + Lb) = entry M 1 j0 + d1)	**Case A2, inner branch**: in the straddling case the shallower marked column is never *strictly inside* the block. Probe: not one of the 73527 + 8606 + 6270 straddling instances has `j0 < ipos`.
Core.lean:1749	theorem map_range'_getD	theorem map_range'_getD (F : ℕ → ℕ × ℕ × ℕ) {a l t : ℕ} (ht : t < l) : ((List.range' a l).map F).getD t (0, 0, 0) = F (a + t)	
Core.lean:1756	theorem list_eq_of_getD	theorem list_eq_of_getD {A C : TrioSeq} (hlen : A.length = C.length) (h : ∀ t, t < A.length → A.getD t (0, 0, 0) = C.getD t (0, 0, 0)) : A = C	
Core.lean:1766	theorem argdom_B_getD	theorem argdom_B_getD {N X A1 B A2 Z : TrioSeq} {u w1 z e f : ℕ} (heq : N = (X ++ (u, w1, z) :: (A1 ++ (u + e, w1 + f, z) :: (B ++ A2))) ++ Z) : ∀ t, t < B.length → N.getD (X.length + (A1.length + 1) + 1 + t) (0, 0, 0) = B.getD t (0, 0, 0)	Positional form of the argument segment.
Core.lean:1789	theorem argDomCoreOn_bad_A2_root	theorem argDomCoreOn_bad_A2_root {M : TrioSeq} {j0 Lb d0 d1 n : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLbpos : 0 < Lb) (hd0pos : 0 < d0) (hd1pos : 0 < d1) (hup : ∀ l, j0 < l → l ≤ j0 + Lb → entry M 0 j0 < entry M 0 l) (hd0e : entry M 0 (j0 + Lb) = entry M 0 j0 + d0) (hle1lp : le1 M j0 (j0 + Lb))	**Case A2, aligned at the block root**: the shallower marked column is the block root and the deeper one is the copy-1 root. The tower is then self-similar with period `Lb`, so the argument is literally an initial segment of the comparator.
Core.lean:1914	theorem argDomCoreOn_bad_A2_desc	theorem argDomCoreOn_bad_A2_desc {M : TrioSeq} (hM : ST_TS M) {j0 Lb d0 d1 n : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLbpos : 0 < Lb) (np2 : nextrel2 M j0 (j0 + Lb)) (hd0e : entry M 0 (j0 + Lb) = entry M 0 j0 + d0) (hd1e : entry M 1 (j0 + Lb) = entry M 1 j0 + d1)	**Case A2, descending branch**: the shallower marked column sits at or before the block root and the deeper one is at least one full period above. Descend the deeper column one period into the shorter tower, apply the copy-count induction hypothesis, and lift the verdict back.
Core.lean:2711	theorem gexp_guard_mod	theorem gexp_guard_mod {M : TrioSeq} {j0 Lb d0 d1 n p : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLb : 0 < Lb) (hup : ∀ l, j0 < l → l ≤ j0 + Lb → entry M 0 j0 < entry M 0 l) (hd0pos : 0 < d0) (hd0e : entry M 0 (j0 + Lb) = entry M 0 j0 + d0) (hd1pos : 0 < d1) (hle1lp : le1 M j0 (j0 + Lb)) (hp0 : j0 ≤ p) (	Guard transport in modular form.
Core.lean:2735	theorem argDomCoreOn_bad_A1	theorem argDomCoreOn_bad_A1 {M : TrioSeq} {j0 Lb d0 d1 n : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLbpos : 0 < Lb) (np2 : nextrel2 M j0 (j0 + Lb)) (hd0e : entry M 0 (j0 + Lb) = entry M 0 j0 + d0) (hd1e : entry M 1 (j0 + Lb) = entry M 1 j0 + d1) (hIH : ∀ m, 1 ≤ m → m < n → ArgDomCoreOn (gexp M j0 Lb d0 	**Case A1** — both marked columns lie beyond copy `0`. Descend the whole instance one period, apply the copy-count induction hypothesis, and lift the verdict back through the guarded shift.
Core.lean:3261	theorem argDomCoreOn_bad_A2	theorem argDomCoreOn_bad_A2 {M : TrioSeq} (hM : ST_TS M) {j0 Lb d0 d1 n : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLbpos : 0 < Lb) (np2 : nextrel2 M j0 (j0 + Lb)) (hd0e : entry M 0 (j0 + Lb) = entry M 0 j0 + d0) (hd1e : entry M 1 (j0 + Lb) = entry M 1 j0 + d1)	**Case A2** — the shallower marked column lies inside `G ++ blk`, the deeper one beyond it.
Core.lean:3306	theorem argDomCoreOn_bad_guard	theorem argDomCoreOn_bad_guard {M G R : TrioSeq} {v0 w10 z0 d0 d1 : ℕ} {lp : ℕ × ℕ × ℕ} (hM : ST_TS M) (hMon : ArgDomCoreOn M) (hMeq : M = G ++ ((v0, w10, z0) :: R) ++ [lp]) (hqlt : collt (v0 + d0, w10 + d1, z0) lp) (np2 : nextrel2 M G.length (G.length + (R.length + 1)))	**The `bad` branch of the derivation induction, guarded route** (`i1 = 2`). `M = G ++ blk ++ [lp]` with `blk = (v0,w10,z0) :: R`; the expansion is the guarded copy tower. Strong induction on the copy count, split three ways by the position of the two marked columns.
Core.lean:3348	def shiftl0	def shiftl0 (d : ℕ) : TrioSeq → TrioSeq	The inverse of a row-0 shift.
Core.lean:3353	theorem shiftl0_cons	theorem shiftl0_cons (d : ℕ) (p : ℕ × ℕ × ℕ) (M : TrioSeq) : shiftl0 d (p :: M) = ((p.1 - d, p.2.1, p.2.2) : ℕ × ℕ × ℕ) :: shiftl0 d M	
Core.lean:3356	theorem shiftl0_append	theorem shiftl0_append (d : ℕ) (A B : TrioSeq) : shiftl0 d (A ++ B) = shiftl0 d A ++ shiftl0 d B	
Core.lean:3359	theorem shiftl0_length	theorem shiftl0_length (d : ℕ) (A : TrioSeq) : (shiftl0 d A).length = A.length	
Core.lean:3363	theorem mem_shiftl0	theorem mem_shiftl0 {d : ℕ} {M : TrioSeq} {x : ℕ × ℕ × ℕ} : x ∈ shiftl0 d M ↔ ∃ p ∈ M, ((p.1 - d, p.2.1, p.2.2) : ℕ × ℕ × ℕ) = x	
Core.lean:3368	theorem shiftl0_shiftr01	theorem shiftl0_shiftr01 (d : ℕ) : ∀ (M : TrioSeq), shiftl0 d (shiftr01 d 0 M) = M | [] => rfl | p :: M' => by	
Core.lean:3376	theorem shiftr01_shiftl0	theorem shiftr01_shiftl0 {d : ℕ} : ∀ {M : TrioSeq}, (∀ x ∈ M, d ≤ x.1) → shiftr01 d 0 (shiftl0 d M) = M | [], _ => rfl | p :: M', h => by	
Core.lean:3387	theorem shiftr01_getD	theorem shiftr01_getD {d0 d1 : ℕ} {W : TrioSeq} {p : ℕ} (hp : p < W.length) : (shiftr01 d0 d1 W).getD p (0, 0, 0) = (((W.getD p (0, 0, 0)).1 + d0, (W.getD p (0, 0, 0)).2.1 + d1, (W.getD p (0, 0, 0)).2.2) : ℕ × ℕ × ℕ)	
Core.lean:3396	theorem getD_out	theorem getD_out {L : TrioSeq} {p : ℕ} (hp : L.length ≤ p) : L.getD p (0, 0, 0) = (0, 0, 0)	
Core.lean:3401	theorem entry0_shiftr01	theorem entry0_shiftr01 {d0 d1 : ℕ} {W : TrioSeq} {p : ℕ} (hp : p < W.length) : entry (shiftr01 d0 d1 W) 0 p = entry W 0 p + d0	
Core.lean:3407	theorem entry1_shiftr01	theorem entry1_shiftr01 {d0 : ℕ} (W : TrioSeq) (p : ℕ) : entry (shiftr01 d0 0 W) 1 p = entry W 1 p	
Core.lean:3416	theorem entry2_shiftr01	theorem entry2_shiftr01 {d0 d1 : ℕ} (W : TrioSeq) (p : ℕ) : entry (shiftr01 d0 d1 W) 2 p = entry W 2 p	
Core.lean:3424	theorem nextrel0_shiftr01	theorem nextrel0_shiftr01 {d0 : ℕ} {W : TrioSeq} {a b : ℕ} : nextrel0 (shiftr01 d0 0 W) a b ↔ nextrel0 W a b	
Core.lean:3446	theorem rtg0_shiftr01	theorem rtg0_shiftr01 {d0 : ℕ} {W : TrioSeq} {a b : ℕ} : Relation.ReflTransGen (nextrel0 (shiftr01 d0 0 W)) a b ↔ Relation.ReflTransGen (nextrel0 W) a b	
Core.lean:3459	theorem le0_shiftr01	theorem le0_shiftr01 {d0 : ℕ} {W : TrioSeq} {a b : ℕ} : le0 (shiftr01 d0 0 W) a b ↔ le0 W a b	
Core.lean:3464	theorem nextrel1_shiftr01	theorem nextrel1_shiftr01 {d0 : ℕ} {W : TrioSeq} {a b : ℕ} : nextrel1 (shiftr01 d0 0 W) a b ↔ nextrel1 W a b	
Core.lean:3470	theorem le1_shiftr01	theorem le1_shiftr01 {d0 : ℕ} {W : TrioSeq} {a b : ℕ} : le1 (shiftr01 d0 0 W) a b ↔ le1 W a b	
Core.lean:3487	theorem argDomCoreOn_shift	theorem argDomCoreOn_shift {W : TrioSeq} (d : ℕ) (H : ArgDomCoreOn W) : ArgDomCoreOn (shiftr01 d 0 W)	**The core is invariant under a uniform row-0 shift.**
Core.lean:3646	theorem gcopy_succ_shift	theorem gcopy_succ_shift {M : TrioSeq} {r L d0 k : ℕ} : gcopy M r L d0 0 (k + 1) = shiftr01 d0 0 (gcopy M r L d0 0 k)	
Core.lean:3658	theorem gcopies_succ_shift	theorem gcopies_succ_shift {M : TrioSeq} {r L d0 n : ℕ} : gcopies M r L d0 0 (n + 1) = gcopy M r L d0 0 0 ++ shiftr01 d0 0 (gcopies M r L d0 0 n)	
Core.lean:3674	theorem argDomCoreOn_bad_uni_A1	theorem argDomCoreOn_bad_uni_A1 {M : TrioSeq} {j0 Lb d0 n : ℕ} (hlen : j0 + Lb + 1 = M.length) (hLbpos : 0 < Lb) (hIH : ∀ m, 1 ≤ m → m < n → ArgDomCoreOn (gexp M j0 Lb d0 0 m)) {X A1 B A2 Z : TrioSeq} {u w1 z e f : ℕ} (heq : gexp M j0 Lb d0 0 n = (X ++ (u, w1, z) :: (A1 ++ (u + e, w1 + f, z) :: (B +	**Case A1, uniform route** — both marked columns lie beyond copy `0`; peel copy `0` and use the copy-count induction hypothesis through the shift.
